Date;Atos
2017-08-02;100.3448275862069
2017-08-03;84.73563218390805
2017-08-04;89.19540229885058
2017-08-07;80.27586206896552
2017-08-08;94.77011494252875
2017-08-09;97.0
2017-08-10;90.31034482758622
2017-08-11;86.96551724137932
2017-08-14;81.39080459770116
2017-08-15;79.16091954022988
2017-08-16;89.19540229885058
2017-08-17;91.42528735632185
2017-08-18;88.08045977011494
2017-08-21;93.65517241379311
2017-08-22;100.3448275862069
2017-08-23;90.31034482758622
2017-08-24;95.88505747126437
2017-08-25;91.42528735632185
2017-08-28;94.77011494252875
2017-08-29;96.9487382745409
2017-08-30;90.41286827850443
2017-08-31;91.50217994451052
2017-09-01;80.60906328444973
2017-09-04;90.41286827850443
2017-09-05;96.9487382745409
2017-09-06;81.69837495045581
2017-09-07;78.43043995243758
2017-09-08;87.1449332804862
2017-09-11;93.68080327652267
2017-09-12;96.9487382745409
2017-09-13;92.59149161051658
2017-09-14;98.03804994054698
2017-09-15;92.59149161051658
2017-09-18;95.85942660853482
2017-09-19;104.57391993658345
2017-09-20;102.39529660457129
2017-09-21;91.50217994451052
2017-09-22;88.23424494649228
2017-09-25;102.39529660457129
2017-09-26;98.03804994054698
2017-09-27;105.66323160258952
2017-09-28;105.66323160258952
2017-09-29;95.85942660853482
2017-10-02;86.05562161448013
2017-10-03;98.03804994054698
2017-10-04;102.39529660457129
2017-10-05;96.9487382745409
2017-10-06;90.41286827850443
2017-10-09;91.50217994451052
2017-10-10;92.59149161051658
2017-10-11;87.1449332804862
2017-10-12;78.43043995243758
2017-10-13;92.59149161051658
2017-10-16;93.68080327652267
2017-10-17;92.59149161051658
2017-10-18;102.39529660457129
2017-10-19;88.23424494649228
2017-10-20;80.60906328444973
2017-10-23;95.85942660853482
2017-10-24;108.93116660060775
2017-10-25;106.7525432685956
2017-10-26;103.48460827057737
2017-10-27;98.03804994054698
2017-10-30;98.03804994054698
2017-10-31;87.1449332804862
2017-11-01;80.60906328444973
2017-11-02;79.51975161844366
2017-11-03;77.3411282864315
2017-11-06;94.77011494252875
2017-11-07;91.50217994451052
2017-11-08;100.21667327255913
2017-11-09;89.32355661249836
2017-11-10;89.32355661249836
2017-11-13;92.59149161051658
2017-11-14;92.59149161051658
2017-11-15;77.3411282864315
2017-11-16;88.23424494649228
2017-11-17;87.1449332804862
2017-11-20;88.23424494649228
2017-11-21;91.50217994451052
2017-11-22;100.21667327255913
2017-11-23;98.03804994054698
2017-11-24;84.96630994847405
2017-11-27;98.80460259440311
2017-11-28;90.04976438983574
2017-11-29;90.04976438983574
2017-11-30;91.3004555619168
2017-12-01;86.29769087359259
2017-12-04;91.3004555619168
2017-12-05;81.29492618526838
2017-12-06;77.54285266902522
2017-12-07;78.79354384110628
2017-12-08;72.54008798070102
2017-12-11;77.54285266902522
2017-12-12;125.06911720810521
2017-12-13;95.05252907815996
2017-12-14;100.05529376648417
2017-12-15;81.29492618526838
2017-12-18;83.79630852943049
2017-12-19;80.04423501318733
2017-12-20;75.04147032486313
2017-12-21;73.79077915278208
2017-12-22;61.28386743197155
2017-12-27;60.033176259890496
2017-12-28;70.03870563653892
2017-12-29;63.785249776133654
2018-01-02;68.78801446445786
2018-01-03;78.79354384110628
2018-01-04;72.54008798070102
2018-01-05;77.54285266902522
2018-01-08;92.55114673399785
2018-01-09;83.79630852943049
2018-01-10;90.04976438983574
2018-01-11;88.7990732177547
2018-01-12;78.79354384110628
2018-01-15;76.29216149694417
2018-01-16;80.04423501318733
2018-01-17;85.04699970151154
2018-01-18;83.79630852943049
2018-01-19;83.79630852943049
2018-01-22;78.79354384110628
2018-01-23;87.54838204567365
2018-01-24;93.8018379060789
2018-01-25;91.3004555619168
2018-01-26;81.29492618526838
2018-01-29;90.04976438983574
2018-01-30;100.05529376648417
2018-01-31;102.55667611064626
2018-02-01;93.8018379060789
2018-02-02;87.54838204567365
2018-02-05;90.04976438983574
2018-02-06;90.04976438983574
2018-02-07;91.3004555619168
2018-02-08;88.7990732177547
2018-02-09;82.54561735734944
2018-02-12;88.7990732177547
2018-02-13;83.79630852943049
2018-02-14;81.29492618526838
2018-02-15;93.8018379060789
2018-02-16;96.30322025024101
2018-02-19;88.7990732177547
2018-02-20;95.05252907815996
2018-02-21;100.05529376648417
2018-02-22;95.05252907815996
2018-02-23;85.04699970151154
2018-02-26;93.0151128139634
2018-02-27;94.0842520417101
2018-02-28;96.22253049720352
2018-03-01;94.0842520417101
2018-03-02;89.80769513072329
2018-03-05;87.66941667522987
2018-03-06;97.29166972495022
2018-03-07;101.56822663593705
2018-03-08;102.63736586368375
2018-03-09;99.42994818044363
2018-03-12;85.53113821973646
2018-03-13;102.63736586368375
2018-03-14;96.22253049720352
2018-03-15;97.29166972495022
2018-03-16;87.66941667522987
2018-03-19;91.9459735862167
2018-03-20;101.56822663593705
2018-03-21;102.63736586368375
2018-03-22;94.0842520417101
2018-03-23;93.0151128139634
2018-03-26;94.0842520417101
2018-03-27;100.49908740819035
2018-03-28;91.9459735862167
2018-03-29;84.46199899198976
2018-04-03;88.73855590297659
2018-04-04;88.73855590297659
2018-04-05;105.84478354692388
2018-04-06;98.36080895269693
2018-04-09;91.9459735862167
2018-04-10;104.77564431917716
2018-04-11;97.29166972495022
2018-04-12;94.0842520417101
2018-04-13;85.53113821973646
2018-04-16;97.29166972495022
2018-04-17;97.29166972495022
2018-04-18;98.36080895269693
2018-04-19;104.77564431917716
2018-04-20;93.0151128139634
2018-04-23;90.87683435846999
2018-04-24;96.22253049720352
2018-04-25;106.91392277467058
2018-04-26;100.49908740819035
2018-04-27;85.53113821973646
2018-04-30;79.11630285325623
2018-05-02;89.80769513072329
2018-05-03;94.0842520417101
2018-05-04;85.53113821973646
2018-05-07;86.60027744748317
2018-05-08;91.9459735862167
2018-05-09;99.42994818044363
2018-05-10;86.60027744748317
2018-05-11;86.60027744748317
2018-05-14;97.29166972495022
2018-05-15;104.77564431917716
2018-05-16;94.0842520417101
2018-05-17;98.36080895269693
2018-05-18;90.87683435846999
2018-05-21;100.49908740819035
2018-05-22;101.56822663593705
2018-05-23;105.84478354692388
2018-05-24;99.42994818044363
2018-05-25;91.9459735862167
2018-05-28;84.12078434483655
2018-05-29;99.77116282759684
2018-05-30;93.90227089656173
2018-05-31;84.12078434483655
2018-06-01;91.9459735862167
2018-06-04;107.59635206897698
2018-06-05;119.3341359310472
2018-06-06;107.59635206897698
2018-06-07;99.77116282759684
2018-06-08;84.12078434483655
2018-06-11;97.8148655172518
2018-06-12;111.50894668966706
2018-06-13;99.77116282759684
2018-06-14;105.64005475863195
2018-06-15;89.98967627587166
2018-06-18;97.8148655172518
2018-06-19;97.8148655172518
2018-06-20;93.90227089656173
2018-06-21;99.77116282759684
2018-06-22;86.07708165518159
2018-06-25;93.90227089656173
2018-06-26;89.98967627587166
2018-06-27;86.07708165518159
2018-06-28;93.90227089656173
2018-06-29;88.03337896552662
2018-07-02;78.25189241380144
2018-07-03;93.90227089656173
2018-07-04;95.85856820690677
2018-07-05;89.98967627587166
2018-07-06;78.25189241380144
2018-07-09;97.8148655172518
2018-07-10;88.03337896552662
2018-07-11;95.85856820690677
2018-07-12;97.8148655172518
2018-07-13;88.03337896552662
2018-07-16;89.98967627587166
2018-07-17;86.07708165518159
2018-07-18;91.9459735862167
2018-07-19;91.9459735862167
2018-07-20;89.98967627587166
2018-07-23;195.6297310345036
2018-07-24;123.24673055173727
2018-07-25;111.50894668966706
2018-07-26;99.77116282759684
2018-07-27;86.07708165518159
2018-07-30;93.90227089656173
2018-07-31;97.8148655172518
2018-08-01;89.98967627587166
2018-08-02;89.98967627587166
2018-08-03;86.07708165518159
2018-08-06;76.2955951034564
2018-08-07;95.85856820690677
2018-08-08;99.77116282759684
2018-08-09;99.77116282759684
2018-08-10;86.07708165518159
2018-08-13;91.9459735862167
2018-08-14;97.8148655172518
2018-08-15;89.98967627587166
2018-08-16;80.20818972414648
2018-08-17;82.16448703449151
2018-08-20;91.9459735862167
2018-08-21;88.03337896552662
2018-08-22;95.85856820690677
2018-08-23;88.03337896552662
2018-08-24;86.84373870923572
2018-08-27;80.89553742778122
2018-08-28;96.36086075956293
2018-08-29;92.79193999069022
2018-08-30;85.65409845294482
2018-08-31;78.51625691519942
2018-09-03;84.46445819665392
2018-09-04;91.60229973439932
2018-09-05;84.46445819665392
2018-09-06;85.65409845294482
2018-09-07;79.70589717149032
2018-09-10;85.65409845294482
2018-09-11;98.74014127214473
2018-09-12;97.55050101585383
2018-09-13;89.22301922181752
2018-09-14;78.51625691519942
2018-09-17;96.36086075956293
2018-09-18;93.98158024698112
2018-09-19;89.22301922181752
2018-09-20;88.03337896552662
2018-09-21;88.03337896552662
2018-09-24;95.17122050327202
2018-09-25;97.55050101585383
2018-09-26;93.98158024698112
2018-09-27;93.98158024698112
2018-09-28;89.22301922181752
2018-10-01;101.11942178472653
2018-10-02;86.84373870923572
2018-10-03;84.46445819665392
2018-10-04;97.55050101585383
2018-10-05;90.41265947810842
2018-10-08;78.51625691519942
2018-10-09;90.41265947810842
2018-10-10;101.11942178472653
2018-10-11;96.36086075956293
2018-10-12;77.32661665890852
2018-10-15;90.41265947810842
2018-10-16;92.79193999069022
2018-10-17;89.22301922181752
2018-10-18;89.22301922181752
2018-10-19;82.08517768407212
2018-10-22;91.60229973439932
2018-10-23;118.96402562909003
2018-10-24;102.30906204101743
2018-10-25;85.65409845294482
2018-10-26;93.98158024698112
2018-10-29;90.41265947810842
2018-10-30;102.30906204101743
2018-10-31;89.22301922181752
2018-11-01;88.03337896552662
2018-11-02;73.75769589003582
2018-11-05;90.41265947810842
2018-11-06;92.79193999069022
2018-11-07;82.08517768407212
2018-11-08;88.03337896552662
2018-11-09;80.89553742778122
2018-11-12;97.55050101585383
2018-11-13;92.79193999069022
2018-11-14;97.55050101585383
2018-11-15;76.13697640261762
2018-11-16;79.70589717149032
2018-11-19;93.98158024698112
2018-11-20;91.60229973439932
2018-11-21;108.25726332247193
2018-11-22;100.67925488989889
2018-11-23;97.43153699022473
2018-11-26;103.92697278957304
2018-11-27;95.26639172377529
2018-11-28;101.7618275231236
2018-11-29;89.8535285576517
2018-11-30;88.77095592442697
2018-12-03;89.8535285576517
2018-12-04;103.92697278957304
2018-12-05;93.10124645732586
2018-12-06;89.8535285576517
2018-12-07;80.11037485862921
2018-12-10;77.94522959217979
2018-12-11;70.36722115960674
2018-12-12;83.35809275830337
2018-12-13;89.8535285576517
2018-12-14;82.27552012507866
2018-12-17;75.78008432573034
2018-12-18;86.60581065797754
2018-12-19;85.52323802475281
2018-12-20;80.11037485862921
2018-12-21;63.871785360258436
2018-12-24;48.715768495112364
2018-12-27;73.6149390592809
2018-12-28;58.458922194134836
2018-12-31;54.12863166123596
2019-01-02;79.0278022254045
2019-01-03;84.4406653915281
2019-01-04;80.11037485862921
2019-01-07;82.27552012507866
2019-01-08;75.78008432573034
2019-01-09;92.01867382410113
2019-01-10;84.4406653915281
2019-01-11;89.8535285576517
2019-01-14;82.27552012507866
2019-01-15;92.01867382410113
2019-01-16;92.01867382410113
2019-01-17;84.4406653915281
2019-01-18;80.11037485862921
2019-01-21;75.78008432573034
2019-01-22;85.52323802475281
2019-01-23;85.52323802475281
2019-01-24;82.27552012507866
2019-01-25;81.19294749185394
2019-01-28;90.93610119087641
2019-01-29;92.01867382410113
2019-01-30;93.10124645732586
2019-01-31;82.27552012507866
2019-02-01;95.26639172377529
2019-02-04;106.09211805602249
2019-02-05;82.27552012507866
2019-02-06;88.77095592442697
2019-02-07;101.7618275231236
2019-02-08;93.10124645732586
2019-02-11;94.18381909055057
2019-02-12;96.34896435700001
2019-02-13;89.8535285576517
2019-02-14;93.10124645732586
2019-02-15;94.18381909055057
2019-02-18;83.35809275830337
2019-02-19;96.34896435700001
2019-02-20;90.61390695479763
2019-02-21;100.93701027876192
2019-02-22;84.87884955259524
2019-02-25;87.1728725134762
2019-02-26;84.87884955259524
2019-02-27;91.7609184352381
2019-02-28;81.43781511127382
2019-03-01;74.55574622863097
