Date;Danone
2017-07-03;79.13793103448276
2017-07-04;87.93103448275862
2017-07-05;74.25287356321839
2017-07-06;85.97701149425288
2017-07-07;76.20689655172414
2017-07-10;81.0919540229885
2017-07-11;80.11494252873564
2017-07-12;80.11494252873564
2017-07-13;70.3448275862069
2017-07-14;62.52873563218391
2017-07-17;71.32183908045977
2017-07-18;73.27586206896552
2017-07-19;79.13793103448276
2017-07-20;71.32183908045977
2017-07-21;74.25287356321839
2017-07-24;79.13793103448276
2017-07-25;85.97701149425288
2017-07-26;79.13793103448276
2017-07-27;97.70114942528735
2017-07-28;88.9080459770115
2017-07-31;69.36781609195403
2017-08-01;78.16091954022988
2017-08-02;82.06896551724138
2017-08-03;73.27586206896552
2017-08-04;70.3448275862069
2017-08-07;85.0
2017-08-08;82.06896551724138
2017-08-09;81.0919540229885
2017-08-10;72.29885057471265
2017-08-11;84.02298850574712
2017-08-14;78.16091954022988
2017-08-15;88.9080459770115
2017-08-16;77.18390804597702
2017-08-17;68.39080459770115
2017-08-18;77.18390804597702
2017-08-21;70.3448275862069
2017-08-22;76.20689655172414
2017-08-23;83.04597701149426
2017-08-24;81.0919540229885
2017-08-25;83.04597701149426
2017-08-28;80.11494252873564
2017-08-29;81.49623464130005
2017-08-30;106.35949266745938
2017-08-31;85.64011097899326
2017-09-01;81.49623464130005
2017-09-04;95.30915576694412
2017-09-05;92.54657154181531
2017-09-06;91.1652794292509
2017-09-07;91.1652794292509
2017-09-08;89.78398731668649
2017-09-11;87.02140309155767
2017-09-12;89.78398731668649
2017-09-13;102.21561632976616
2017-09-14;107.74078478002379
2017-09-15;87.02140309155767
2017-09-18;103.59690844233056
2017-09-19;96.69044787950853
2017-09-20;96.69044787950853
2017-09-21;106.35949266745938
2017-09-22;113.26595323028141
2017-09-25;124.31629013079667
2017-09-26;114.64724534284582
2017-09-27;117.40982956797464
2017-09-28;110.5033690051526
2017-09-29;99.45303210463734
2017-10-02;100.83432421720175
2017-10-03;110.5033690051526
2017-10-04;114.64724534284582
2017-10-05;127.07887435592549
2017-10-06;100.83432421720175
2017-10-09;98.07173999207293
2017-10-10;103.59690844233056
2017-10-11;107.74078478002379
2017-10-12;81.49623464130005
2017-10-13;88.40269520412208
2017-10-16;91.1652794292509
2017-10-17;122.93499801823226
2017-10-18;129.8414585810543
2017-10-19;116.02853745541023
2017-10-20;95.30915576694412
2017-10-23;110.5033690051526
2017-10-24;124.31629013079667
2017-10-25;106.35949266745938
2017-10-26;96.69044787950853
2017-10-27;100.83432421720175
2017-10-30;98.07173999207293
2017-10-31;88.40269520412208
2017-11-01;85.64011097899326
2017-11-02;99.45303210463734
2017-11-03;93.9278636543797
2017-11-06;111.88466111771702
2017-11-07;100.83432421720175
2017-11-08;96.69044787950853
2017-11-09;91.1652794292509
2017-11-10;89.78398731668649
2017-11-13;93.9278636543797
2017-11-14;88.40269520412208
2017-11-15;88.40269520412208
2017-11-16;91.1652794292509
2017-11-17;82.87752675386446
2017-11-20;89.78398731668649
2017-11-21;95.30915576694412
2017-11-22;103.59690844233056
2017-11-23;104.97820055489497
2017-11-24;75.97106619104241
2017-11-27;104.31847894889407
2017-11-28;96.38120337669561
2017-11-29;91.84561733543934
2017-11-30;102.05068592826593
2017-12-01;107.72016847983626
2017-12-04;89.57782431481121
2017-12-05;89.57782431481121
2017-12-06;95.24730686638154
2017-12-07;88.44392780449714
2017-12-08;74.83716968072835
2017-12-11;91.84561733543934
2017-12-12;94.11341035606748
2017-12-13;82.77444525292681
2017-12-14;85.04223827355494
2017-12-15;79.37275572198462
2017-12-18;77.10496270135648
2017-12-19;80.50665223229868
2017-12-20;72.56937666010022
2017-12-21;71.43548014978616
2017-12-22;61.23041155695956
2017-12-27;65.76599759821582
2017-12-28;63.49820457758769
2017-12-29;60.09651504664549
2018-01-02;86.176134783869
2018-01-03;83.90834176324088
2018-01-04;87.31003129418308
2018-01-05;81.64054874261275
2018-01-08;88.44392780449714
2018-01-09;99.7828929076378
2018-01-10;95.24730686638154
2018-01-11;104.31847894889407
2018-01-12;95.24730686638154
2018-01-15;96.38120337669561
2018-01-16;111.12185801077845
2018-01-17;108.85406499015033
2018-01-18;105.45237545920813
2018-01-19;107.72016847983626
2018-01-22;105.45237545920813
2018-01-23;107.72016847983626
2018-01-24;89.57782431481121
2018-01-25;100.91678941795186
2018-01-26;86.176134783869
2018-01-29;98.64899639732373
2018-01-30;105.45237545920813
2018-01-31;98.64899639732373
2018-02-01;97.51509988700967
2018-02-02;98.64899639732373
2018-02-05;86.176134783869
2018-02-06;85.04223827355494
2018-02-07;107.72016847983626
2018-02-08;96.38120337669561
2018-02-09;100.91678941795186
2018-02-12;85.04223827355494
2018-02-13;90.71172082512527
2018-02-14;96.38120337669561
2018-02-15;103.18458243858
2018-02-16;104.31847894889407
2018-02-19;111.12185801077845
2018-02-20;108.85406499015033
2018-02-21;107.72016847983626
2018-02-22;113.38965103140659
2018-02-23;99.7828929076378
2018-02-26;90.12648391657608
2018-02-27;107.68359117305194
2018-02-28;117.04738170983906
2018-03-01;105.34264353885516
2018-03-02;90.12648391657608
2018-03-05;104.17216972175676
2018-03-06;101.83122208755998
2018-03-07;91.29695773367446
2018-03-08;90.12648391657608
2018-03-09;86.6150624652809
2018-03-12;97.14932681916642
2018-03-13;107.68359117305194
2018-03-14;117.04738170983906
2018-03-15;99.4902744533632
2018-03-16;87.7855362823793
2018-03-19;100.6607482704616
2018-03-20;98.31980063626482
2018-03-21;99.4902744533632
2018-03-22;87.7855362823793
2018-03-23;99.4902744533632
2018-03-26;90.12648391657608
2018-03-27;88.95601009947768
2018-03-28;91.29695773367446
2018-03-29;88.95601009947768
2018-04-03;81.93316719688734
2018-04-04;101.83122208755998
2018-04-05;85.44458864818252
2018-04-06;77.25127192849378
2018-04-09;97.14932681916642
2018-04-10;95.97885300206804
2018-04-11;90.12648391657608
2018-04-12;93.63790536787124
2018-04-13;81.93316719688734
2018-04-16;99.4902744533632
2018-04-17;95.97885300206804
2018-04-18;103.00169590465838
2018-04-19;108.85406499015032
2018-04-20;78.42174574559218
2018-04-23;94.80837918496964
2018-04-24;100.6607482704616
2018-04-25;86.6150624652809
2018-04-26;110.02453880724872
2018-04-27;94.80837918496964
2018-04-30;91.29695773367446
2018-05-02;101.83122208755998
2018-05-03;98.31980063626482
2018-05-04;105.34264353885516
2018-05-07;98.31980063626482
2018-05-08;93.63790536787124
2018-05-09;97.14932681916642
2018-05-10;85.44458864818252
2018-05-11;76.0807981113954
2018-05-14;93.63790536787124
2018-05-15;90.12648391657608
2018-05-16;100.6607482704616
2018-05-17;85.44458864818252
2018-05-18;94.80837918496964
2018-05-21;83.10364101398574
2018-05-22;100.6607482704616
2018-05-23;100.6607482704616
2018-05-24;88.95601009947768
2018-05-25;91.29695773367446
2018-05-28;74.88402151189028
2018-05-29;81.03887259505935
2018-05-30;76.93563853961331
2018-05-31;76.93563853961331
2018-06-01;68.72917042872122
2018-06-04;95.4001917891205
2018-06-05;86.1679151643669
2018-06-06;87.19372367822841
2018-06-07;102.58085138615107
2018-06-08;87.19372367822841
2018-06-11;98.47761733070503
2018-06-12;67.70336191485971
2018-06-13;71.80659597030575
2018-06-14;75.90983002575179
2018-06-15;68.72917042872122
2018-06-18;70.78078745644424
2018-06-19;87.19372367822841
2018-06-20;67.70336191485971
2018-06-21;64.62593637327518
2018-06-22;61.54851083169064
2018-06-25;62.574319345552155
2018-06-26;84.11629813664388
2018-06-27;81.03887259505935
2018-06-28;71.80659597030575
2018-06-29;83.09048962278237
2018-07-02;73.85821299802878
2018-07-03;61.54851083169064
2018-07-04;71.80659597030575
2018-07-05;80.01306408119784
2018-07-06;67.70336191485971
2018-07-09;67.70336191485971
2018-07-10;81.03887259505935
2018-07-11;74.88402151189028
2018-07-12;73.85821299802878
2018-07-13;72.83240448416726
2018-07-16;65.65174488713669
2018-07-17;75.90983002575179
2018-07-18;92.32276624753597
2018-07-19;80.01306408119784
2018-07-20;66.67755340099819
2018-07-23;73.85821299802878
2018-07-24;78.98725556733632
2018-07-25;94.37438327525899
2018-07-26;85.1421066505054
2018-07-27;66.67755340099819
2018-07-30;73.85821299802878
2018-07-31;73.85821299802878
2018-08-01;74.88402151189028
2018-08-02;67.70336191485971
2018-08-03;62.574319345552155
2018-08-06;71.80659597030575
2018-08-07;71.80659597030575
2018-08-08;75.90983002575179
2018-08-09;66.67755340099819
2018-08-10;62.574319345552155
2018-08-13;65.65174488713669
2018-08-14;73.85821299802878
2018-08-15;64.62593637327518
2018-08-16;73.85821299802878
2018-08-17;70.78078745644424
2018-08-20;57.4452767762446
2018-08-21;73.85821299802878
2018-08-22;74.88402151189028
2018-08-23;81.03887259505935
2018-08-24;77.46362821586554
2018-08-27;84.61411697425314
2018-08-28;83.42236884785521
2018-08-29;85.80586510065106
2018-08-30;86.997613227049
2018-08-31;82.23062072145727
2018-09-03;82.23062072145727
2018-09-04;98.91509449102831
2018-09-05;103.68208699662004
2018-09-06;96.53159823823245
2018-09-07;75.08013196306969
2018-09-10;79.8471244686614
2018-09-11;83.42236884785521
2018-09-12;97.72334636463039
2018-09-13;101.29859074382418
2018-09-14;82.23062072145727
2018-09-17;107.25733137581383
2018-09-18;94.14810198543658
2018-09-19;95.33985011183452
2018-09-20;103.68208699662004
2018-09-21;90.57285760624279
2018-09-24;88.18936135344693
2018-09-25;94.14810198543658
2018-09-26;89.38110947984487
2018-09-27;82.23062072145727
2018-09-28;84.61411697425314
2018-10-01;92.95635385903866
2018-10-02;95.33985011183452
2018-10-03;86.997613227049
2018-10-04;96.53159823823245
2018-10-05;85.80586510065106
2018-10-08;88.18936135344693
2018-10-09;92.95635385903866
2018-10-10;83.42236884785521
2018-10-11;78.65537634226348
2018-10-12;71.50488758387588
2018-10-15;89.38110947984487
2018-10-16;117.98306451339522
2018-10-17;119.17481263979315
2018-10-18;106.06558324941591
2018-10-19;94.14810198543658
2018-10-22;96.53159823823245
2018-10-23;91.76460573264072
2018-10-24;101.29859074382418
2018-10-25;85.80586510065106
2018-10-26;75.08013196306969
2018-10-29;75.08013196306969
2018-10-30;77.46362821586554
2018-10-31;76.27188008946761
2018-11-01;81.03887259505935
2018-11-02;65.54614695188623
2018-11-05;97.72334636463039
2018-11-06;78.65537634226348
2018-11-07;77.46362821586554
2018-11-08;86.997613227049
2018-11-09;82.23062072145727
2018-11-12;72.69663571027382
2018-11-13;81.03887259505935
2018-11-14;97.72334636463039
2018-11-15;79.8471244686614
2018-11-16;84.61411697425314
2018-11-19;75.08013196306969
2018-11-20;83.42236884785521
2018-11-21;91.76460573264072
2018-11-22;88.0940215033351
2018-11-23;83.19990919759425
2018-11-26;81.97638112115905
2018-11-27;84.42343727402947
2018-11-28;86.87049342689988
2018-11-29;91.76460573264073
2018-11-30;92.98813380907593
2018-12-03;84.42343727402947
2018-12-04;86.87049342689988
2018-12-05;100.3293022676872
2018-12-06;84.42343727402947
2018-12-07;69.74110035680695
2018-12-10;81.97638112115905
2018-12-11;85.64696535046468
2018-12-12;88.0940215033351
2018-12-13;67.29404420393654
2018-12-14;77.0822688154182
2018-12-17;59.95287574532527
2018-12-18;69.74110035680695
2018-12-19;70.96462843324215
2018-12-20;64.8469880510661
2018-12-21;55.05876343958443
2018-12-24;50.1646511338436
2018-12-27;55.05876343958443
2018-12-28;45.27053882810276
2018-12-31;51.38817921027881
2019-01-02;86.87049342689988
2019-01-03;80.75285304472384
2019-01-04;70.96462843324215
2019-01-07;96.65871803838156
2019-01-08;94.21166188551115
2019-01-09;99.10577419125198
2019-01-10;110.11752687916886
2019-01-11;74.63521266254779
2019-01-14;83.19990919759425
2019-01-15;117.45869533778013
2019-01-16;91.76460573264073
2019-01-17;100.3293022676872
2019-01-18;80.75285304472384
2019-01-21;92.98813380907593
2019-01-22;105.22341457342803
2019-01-23;80.75285304472384
2019-01-24;86.87049342689988
2019-01-25;73.41168458611259
2019-01-28;107.67047072629845
2019-01-29;97.88224611481678
2019-01-30;90.54107765620552
2019-01-31;91.76460573264073
2019-02-01;97.88224611481678
2019-02-04;80.75285304472384
2019-02-05;102.77635842055761
2019-02-06;101.5528303441224
2019-02-07;94.21166188551115
2019-02-08;74.63521266254779
2019-02-11;88.0940215033351
2019-02-12;83.19990919759425
2019-02-13;101.5528303441224
2019-02-14;103.99988649699281
2019-02-15;78.30579689185342
2019-02-18;92.98813380907593
2019-02-19;122.35280764352096
2019-02-20;104.50968986217414
2019-02-21;107.05870668808083
2019-02-22;114.70575716580089
2019-02-25;99.41165621036077
2019-02-26;107.05870668808083
2019-02-27;94.31362255854741
2019-02-28;100.68616462331411
2019-03-01;91.76460573264072
