Date;Sodexo
2017-09-18;34.58874458874459
2017-09-19;33.116883116883116
2017-09-20;36.06060606060606
2017-09-21;33.116883116883116
2017-09-22;32.38095238095239
2017-09-25;41.21212121212122
2017-09-26;42.683982683982684
2017-09-27;45.62770562770563
2017-09-28;47.83549783549784
2017-09-29;56.66666666666667
2017-10-02;52.98701298701299
2017-10-03;43.41991341991342
2017-10-04;43.41991341991342
2017-10-05;41.948051948051955
2017-10-06;38.26839826839827
2017-10-09;36.7965367965368
2017-10-10;35.324675324675326
2017-10-11;37.532467532467535
2017-10-12;30.90909090909091
2017-10-13;33.85281385281385
2017-10-16;35.324675324675326
2017-10-17;33.116883116883116
2017-10-18;33.85281385281385
2017-10-19;33.116883116883116
2017-10-20;32.38095238095239
2017-10-23;34.58874458874459
2017-10-24;39.740259740259745
2017-10-25;39.00432900432901
2017-10-26;38.26839826839827
2017-10-27;45.62770562770563
2017-10-30;51.51515151515152
2017-10-31;57.40259740259741
2017-11-01;54.45887445887446
2017-11-02;37.532467532467535
2017-11-03;42.683982683982684
2017-11-06;44.15584415584416
2017-11-07;41.948051948051955
2017-11-08;39.00432900432901
2017-11-09;36.06060606060606
2017-11-10;34.58874458874459
2017-11-13;37.532467532467535
2017-11-14;33.85281385281385
2017-11-15;33.85281385281385
2017-11-16;34.58874458874459
2017-11-17;34.58874458874459
2017-11-20;33.85281385281385
2017-11-21;39.00432900432901
2017-11-22;36.06060606060606
2017-11-23;36.06060606060606
2017-11-24;38.26839826839827
2017-11-27;51.80952380952381
2017-11-28;58.87445887445888
2017-11-29;55.930735930735935
2017-11-30;54.16450216450217
2017-12-01;58.28571428571429
2017-12-04;47.0995670995671
2017-12-05;42.3896103896104
2017-12-06;48.27705627705628
2017-12-07;40.62337662337663
2017-12-08;39.44588744588745
2017-12-11;44.15584415584416
2017-12-12;43.56709956709957
2017-12-13;45.333333333333336
2017-12-14;47.68831168831169
2017-12-15;44.74458874458875
2017-12-18;47.68831168831169
2017-12-19;42.97835497835498
2017-12-20;52.3982683982684
2017-12-21;45.922077922077925
2017-12-22;46.510822510822514
2017-12-27;46.510822510822514
2017-12-28;52.98701298701299
2017-12-29;50.04329004329005
2018-01-02;54.16450216450217
2018-01-03;51.22077922077923
2018-01-04;44.74458874458875
2018-01-05;44.15584415584416
2018-01-08;40.03463203463204
2018-01-09;39.44588744588745
2018-01-10;37.67965367965368
2018-01-11;37.09090909090909
2018-01-12;38.26839826839827
2018-01-15;38.85714285714286
2018-01-16;32.38095238095239
2018-01-17;34.73593073593074
2018-01-18;34.73593073593074
2018-01-19;31.792207792207794
2018-01-22;34.14718614718615
2018-01-23;33.55844155844156
2018-01-24;37.67965367965368
2018-01-25;37.67965367965368
2018-01-26;38.85714285714286
2018-01-29;50.04329004329005
2018-01-30;56.519480519480524
2018-01-31;57.10822510822511
2018-02-01;55.930735930735935
2018-02-02;44.74458874458875
2018-02-05;46.510822510822514
2018-02-06;40.62337662337663
2018-02-07;38.85714285714286
2018-02-08;34.73593073593074
2018-02-09;34.73593073593074
2018-02-12;32.38095238095239
2018-02-13;26.493506493506494
2018-02-14;36.502164502164504
2018-02-15;35.913419913419915
2018-02-16;34.73593073593074
2018-02-19;35.913419913419915
2018-02-20;34.73593073593074
2018-02-21;35.913419913419915
2018-02-22;35.324675324675326
2018-02-23;38.85714285714286
2018-02-26;43.73531230674088
2018-02-27;54.94949494949495
2018-02-28;112.1418264275407
2018-03-01;62.7994227994228
2018-03-02;47.099567099567096
2018-03-05;56.07091321377035
2018-03-06;42.613894042465475
2018-03-07;38.12822098536384
2018-03-08;33.64254792826222
2018-03-09;35.88538445681303
2018-03-12;39.24963924963925
2018-03-13;34.76396619253762
2018-03-14;32.521129663986805
2018-03-15;35.88538445681303
2018-03-16;32.521129663986805
2018-03-19;33.64254792826222
2018-03-20;33.64254792826222
2018-03-21;34.76396619253762
2018-03-22;34.76396619253762
2018-03-23;37.006802721088434
2018-03-26;48.22098536384251
2018-03-27;49.342403628117914
2018-03-28;50.46382189239332
2018-03-29;48.22098536384251
2018-04-03;44.856730571016286
2018-04-04;40.37105751391466
2018-04-05;37.006802721088434
2018-04-06;34.76396619253762
2018-04-09;35.88538445681303
2018-04-10;35.88538445681303
2018-04-11;34.76396619253762
2018-04-12;32.521129663986805
2018-04-13;32.521129663986805
2018-04-16;33.64254792826222
2018-04-17;32.521129663986805
2018-04-18;31.3997113997114
2018-04-19;32.521129663986805
2018-04-20;33.64254792826222
2018-04-23;35.88538445681303
2018-04-24;35.88538445681303
2018-04-25;37.006802721088434
2018-04-26;42.613894042465475
2018-04-27;45.97814883529169
2018-04-30;52.70665842094414
2018-05-02;52.70665842094414
2018-05-03;44.856730571016286
2018-05-04;42.613894042465475
2018-05-07;37.006802721088434
2018-05-08;33.64254792826222
2018-05-09;33.64254792826222
2018-05-10;30.278293135435995
2018-05-11;34.76396619253762
2018-05-14;32.521129663986805
2018-05-15;32.521129663986805
2018-05-16;33.64254792826222
2018-05-17;29.156874871160586
2018-05-18;29.156874871160586
2018-05-21;28.035456606885177
2018-05-22;31.3997113997114
2018-05-23;34.76396619253762
2018-05-24;33.64254792826222
2018-05-25;38.12822098536384
2018-05-28;43.57510969755867
2018-05-29;49.62720826666404
2018-05-30;52.653257551216726
2018-05-31;45.995949125200816
2018-06-01;58.10014626341156
2018-06-04;48.41678855284297
2018-06-05;45.39073926829028
2018-06-06;41.75948012682706
2018-06-07;38.12822098536384
2018-06-08;35.70738155772169
2018-06-11;36.31259141463222
2018-06-12;36.31259141463222
2018-06-13;36.31259141463222
2018-06-14;33.28654213007954
2018-06-15;32.076122416258464
2018-06-18;33.89175198699007
2018-06-19;32.681332273169005
2018-06-20;36.31259141463222
2018-06-21;33.28654213007954
2018-06-22;29.655282988616317
2018-06-25;43.57510969755867
2018-06-26;41.15427026991652
2018-06-27;41.75948012682706
2018-06-28;49.62720826666404
2018-06-29;55.074096978858876
2018-07-02;45.995949125200816
2018-07-03;46.60115898211136
2018-07-04;40.54906041300598
2018-07-05;39.33864069918491
2018-07-06;34.496961843900614
2018-07-09;35.70738155772169
2018-07-10;35.10217170081115
2018-07-11;33.89175198699007
2018-07-12;34.496961843900614
2018-07-13;34.496961843900614
2018-07-16;33.28654213007954
2018-07-17;32.681332273169005
2018-07-18;35.70738155772169
2018-07-19;29.05007313170578
2018-07-20;30.865702702437392
2018-07-23;35.70738155772169
2018-07-24;36.31259141463222
2018-07-25;40.54906041300598
2018-07-26;39.94385055609545
2018-07-27;41.75948012682706
2018-07-30;54.468887121948335
2018-07-31;60.52098569105371
2018-08-01;58.10014626341156
2018-08-02;42.96989984064813
2018-08-03;44.78552941137974
2018-08-06;39.33864069918491
2018-08-07;38.73343084227437
2018-08-08;35.10217170081115
2018-08-09;34.496961843900614
2018-08-10;32.681332273169005
2018-08-13;35.70738155772169
2018-08-14;38.73343084227437
2018-08-15;33.89175198699007
2018-08-16;35.70738155772169
2018-08-17;32.681332273169005
2018-08-20;35.10217170081115
2018-08-21;39.94385055609545
2018-08-22;39.33864069918491
2018-08-23;40.54906041300598
2018-08-24;39.28190227509955
2018-08-27;51.95348365416392
2018-08-28;51.95348365416392
2018-08-29;53.85422086102357
2018-08-30;55.75495806788322
2018-08-31;63.35790689532185
2018-09-03;54.48779992997679
2018-09-04;48.78558830939782
2018-09-05;47.51843017149139
2018-09-06;44.98411389567851
2018-09-07;34.84684879242702
2018-09-10;39.28190227509955
2018-09-11;37.38116506823989
2018-09-12;38.014744137193105
2018-09-13;37.38116506823989
2018-09-14;36.11400693033345
2018-09-17;35.480427861380235
2018-09-18;31.678953447660923
2018-09-19;33.579690654520576
2018-09-20;37.38116506823989
2018-09-21;35.480427861380235
2018-09-24;43.71695575777208
2018-09-25;48.78558830939782
2018-09-26;49.41916737835104
2018-09-27;51.31990458521069
2018-09-28;58.92285341264932
2018-10-01;62.09074875741541
2018-10-02;46.884851102538164
2018-10-03;46.884851102538164
2018-10-04;42.449797619865635
2018-10-05;41.81621855091242
2018-10-08;36.11400693033345
2018-10-09;34.84684879242702
2018-10-10;36.11400693033345
2018-10-11;35.480427861380235
2018-10-12;29.14463717184805
2018-10-15;37.38116506823989
2018-10-16;37.38116506823989
2018-10-17;33.579690654520576
2018-10-18;31.045374378707706
2018-10-19;32.94611158556736
2018-10-22;36.11400693033345
2018-10-23;36.11400693033345
2018-10-24;38.014744137193105
2018-10-25;39.915481344052765
2018-10-26;38.64832320614633
2018-10-29;46.25127203358495
2018-10-30;51.95348365416392
2018-10-31;57.022116205789665
2018-11-01;53.85422086102357
2018-11-02;38.64832320614633
2018-11-05;44.98411389567851
2018-11-06;41.1826394819592
2018-11-07;38.64832320614633
2018-11-08;38.014744137193105
2018-11-09;36.11400693033345
2018-11-12;36.11400693033345
2018-11-13;39.28190227509955
2018-11-14;39.28190227509955
2018-11-15;33.579690654520576
2018-11-16;34.84684879242702
2018-11-19;35.480427861380235
2018-11-20;36.11400693033345
2018-11-21;34.84684879242702
2018-11-22;37.09503258548683
2018-11-23;38.21912448201673
2018-11-26;43.277538016401294
2018-11-27;48.335951550785865
2018-11-28;48.89799749905082
2018-11-29;50.02208939558072
2018-11-30;55.080502929965284
2018-12-03;54.51845698170033
2018-12-04;46.087767757726056
2018-12-05;46.64981370599101
2018-12-06;47.77390560252091
2018-12-07;45.5257218094611
2018-12-10;45.5257218094611
2018-12-11;43.277538016401294
2018-12-12;42.15344611987139
2018-12-13;44.96367586119615
2018-12-14;42.71549206813634
2018-12-17;44.96367586119615
2018-12-18;46.087767757726056
2018-12-19;47.77390560252091
2018-12-20;48.89799749905082
2018-12-21;51.146181292110626
2018-12-24;27.540251464982642
2018-12-27;45.5257218094611
2018-12-28;50.02208939558072
2018-12-31;34.284802844162066
2019-01-02;56.20459482649519
2019-01-03;50.584135343845674
2019-01-04;41.02935422334149
2019-01-07;46.087767757726056
2019-01-08;38.78117043028168
2019-01-09;39.343216378546636
2019-01-10;37.65707853375178
2019-01-11;35.40889474069197
2019-01-14;34.284802844162066
2019-01-15;39.343216378546636
2019-01-16;33.72275689589711
2019-01-17;34.284802844162066
2019-01-18;34.284802844162066
2019-01-21;37.09503258548683
2019-01-22;34.284802844162066
2019-01-23;37.09503258548683
2019-01-24;37.65707853375178
2019-01-25;38.21912448201673
2019-01-28;47.77390560252091
2019-01-29;50.584135343845674
2019-01-30;53.95641103343539
2019-01-31;52.83231913690548
2019-02-01;48.89799749905082
2019-02-04;43.277538016401294
2019-02-05;42.15344611987139
2019-02-06;38.78117043028168
2019-02-07;38.21912448201673
2019-02-08;33.72275689589711
2019-02-11;35.40889474069197
2019-02-12;33.72275689589711
2019-02-13;33.16071094763216
2019-02-14;34.284802844162066
2019-02-15;35.40889474069197
2019-02-18;34.84684879242702
2019-02-19;34.84684879242702
2019-02-20;35.41810860869631
2019-02-21;35.989368424965605
2019-02-22;36.5606282412349
2019-02-25;39.98818713885068
2019-02-26;46.27204511781292
2019-02-27;47.985824566620806
2019-02-28;55.98346199439094
2019-03-01;57.12598162692954
