Date;Pernod Ricard
2017-10-11;47.149758454106276
2017-10-12;55.990338164251206
2017-10-13;42.23832528180354
2017-10-16;42.23832528180354
2017-10-17;54.025764895330106
2017-10-18;48.13204508856683
2017-10-19;55.990338164251206
2017-10-20;64.83091787439614
2017-10-23;54.025764895330106
2017-10-24;55.990338164251206
2017-10-25;72.68921095008051
2017-10-26;45.18518518518518
2017-10-27;56.97262479871175
2017-10-30;42.23832528180354
2017-10-31;81.52979066022543
2017-11-01;51.07890499194846
2017-11-02;74.65378421900161
2017-11-03;54.025764895330106
2017-11-06;48.13204508856683
2017-11-07;56.97262479871175
2017-11-08;64.83091787439614
2017-11-09;76.6183574879227
2017-11-10;41.25603864734299
2017-11-13;71.70692431561996
2017-11-14;50.09661835748792
2017-11-15;59.91948470209339
2017-11-16;50.09661835748792
2017-11-17;38.30917874396135
2017-11-20;34.38003220611916
2017-11-21;55.008051529790656
2017-11-22;46.167471819645726
2017-11-23;50.09661835748792
2017-11-24;52.06119162640901
2017-11-27;31.924315619967793
2017-11-28;42.729468599033815
2017-11-29;46.658615136876
2017-11-30;40.27375201288245
2017-12-01;27.995169082125603
2017-12-04;43.71175523349436
2017-12-05;37.81803542673108
2017-12-06;44.20289855072463
2017-12-07;33.39774557165861
2017-12-08;33.888888888888886
2017-12-11;40.27375201288245
2017-12-12;36.83574879227053
2017-12-13;30.942028985507243
2017-12-14;27.504025764895328
2017-12-15;28.97745571658615
2017-12-18;28.97745571658615
2017-12-19;32.41545893719807
2017-12-20;27.504025764895328
2017-12-21;38.30917874396135
2017-12-22;30.45088566827697
2017-12-27;22.59259259259259
2017-12-28;28.97745571658615
2017-12-29;14.243156199677937
2018-01-02;32.41545893719807
2018-01-03;35.85346215780998
2018-01-04;39.2914653784219
2018-01-05;30.45088566827697
2018-01-08;39.2914653784219
2018-01-09;27.504025764895328
2018-01-10;35.85346215780998
2018-01-11;41.747181964573265
2018-01-12;36.344605475040254
2018-01-15;29.468599033816425
2018-01-16;33.39774557165861
2018-01-17;36.83574879227053
2018-01-18;40.764895330112715
2018-01-19;37.81803542673108
2018-01-22;37.326892109500804
2018-01-23;34.38003220611916
2018-01-24;39.2914653784219
2018-01-25;33.888888888888886
2018-01-26;31.433172302737518
2018-01-29;38.80032206119162
2018-01-30;47.64090177133655
2018-01-31;28.97745571658615
2018-02-01;32.906602254428336
2018-02-02;35.85346215780998
2018-02-05;34.871175523349436
2018-02-06;36.83574879227053
2018-02-07;40.764895330112715
2018-02-08;49.11433172302737
2018-02-09;37.326892109500804
2018-02-12;34.871175523349436
2018-02-13;42.729468599033815
2018-02-14;41.747181964573265
2018-02-15;36.344605475040254
2018-02-16;40.27375201288245
2018-02-19;36.83574879227053
2018-02-20;28.97745571658615
2018-02-21;32.906602254428336
2018-02-22;41.25603864734299
2018-02-23;38.80032206119162
2018-02-26;33.13772852136023
2018-02-27;33.585535663540774
2018-02-28;16.568864260680115
2018-03-01;34.03334280572132
2018-03-02;22.390357109027185
2018-03-05;29.555271383915883
2018-03-06;20.151321398124466
2018-03-07;30.898692810457515
2018-03-08;24.181585677749357
2018-03-09;31.34649995263806
2018-03-12;30.003078526096427
2018-03-13;33.13772852136023
2018-03-14;29.555271383915883
2018-03-15;38.9592213697073
2018-03-16;25.972814246471533
2018-03-19;31.34649995263806
2018-03-20;21.494742824666098
2018-03-21;33.585535663540774
2018-03-22;31.34649995263806
2018-03-23;27.764042815193708
2018-03-26;27.764042815193708
2018-03-27;44.78071421805437
2018-03-28;23.733778535568817
2018-03-29;24.181585677749357
2018-04-03;30.003078526096427
2018-04-04;25.52500710429099
2018-04-05;24.6293928199299
2018-04-06;22.83816425120773
2018-04-09;31.34649995263806
2018-04-10;33.13772852136023
2018-04-11;32.24211423699914
2018-04-12;19.25570711376338
2018-04-13;25.52500710429099
2018-04-16;27.316235673013164
2018-04-17;44.78071421805437
2018-04-18;19.25570711376338
2018-04-19;26.420621388652076
2018-04-20;40.750449938429476
2018-04-23;30.898692810457515
2018-04-24;15.225442834138486
2018-04-25;23.733778535568817
2018-04-26;19.703514255943922
2018-04-27;34.48114994790186
2018-04-30;22.390357109027185
2018-05-02;22.83816425120773
2018-05-03;26.86842853083262
2018-05-04;20.151321398124466
2018-05-07;29.555271383915883
2018-05-08;19.25570711376338
2018-05-09;24.181585677749357
2018-05-10;28.659657099554796
2018-05-11;18.807899971582835
2018-05-14;31.34649995263806
2018-05-15;30.003078526096427
2018-05-16;29.10746424173534
2018-05-17;13.43421426541631
2018-05-18;22.83816425120773
2018-05-21;21.046935682485554
2018-05-22;30.003078526096427
2018-05-23;26.86842853083262
2018-05-24;27.316235673013164
2018-05-25;30.003078526096427
2018-05-28;23.37449140986582
2018-05-29;25.11885644045282
2018-05-30;31.74744355668343
2018-05-31;21.28125337316142
2018-06-01;17.443650305870015
2018-06-04;24.07223742210062
2018-06-05;23.72336441598322
2018-06-06;26.514348464922424
2018-06-07;28.258713495509426
2018-06-08;25.46772944657022
2018-06-11;25.46772944657022
2018-06-12;19.536888342574418
2018-06-13;19.536888342574418
2018-06-14;22.67674539763102
2018-06-15;23.72336441598322
2018-06-18;22.67674539763102
2018-06-19;22.67674539763102
2018-06-20;27.560967483274624
2018-06-21;25.46772944657022
2018-06-22;23.72336441598322
2018-06-25;22.67674539763102
2018-06-26;20.93238036704402
2018-06-27;24.07223742210062
2018-06-28;30.003078526096427
2018-06-29;20.93238036704402
2018-07-02;23.37449140986582
2018-07-03;30.003078526096427
2018-07-04;24.42111042821802
2018-07-05;26.165475458805023
2018-07-06;16.745904293635213
2018-07-09;24.42111042821802
2018-07-10;22.32787239151362
2018-07-11;20.583507360926617
2018-07-12;24.07223742210062
2018-07-13;15.350412269165613
2018-07-16;18.839142330339616
2018-07-17;25.11885644045282
2018-07-18;23.72336441598322
2018-07-19;24.769983434335423
2018-07-20;19.536888342574418
2018-07-23;28.956459507744224
2018-07-24;20.583507360926617
2018-07-25;19.188015336457017
2018-07-26;16.397031287517812
2018-07-27;16.745904293635213
2018-07-30;23.37449140986582
2018-07-31;25.816602452687622
2018-08-01;21.978999385396218
2018-08-02;26.165475458805023
2018-08-03;23.02561840374842
2018-08-06;31.74744355668343
2018-08-07;24.769983434335423
2018-08-08;17.094777299752614
2018-08-09;34.88730061174003
2018-08-10;23.72336441598322
2018-08-13;26.514348464922424
2018-08-14;24.42111042821802
2018-08-15;21.630126379278817
2018-08-16;20.93238036704402
2018-08-17;19.188015336457017
2018-08-20;25.46772944657022
2018-08-21;25.11885644045282
2018-08-22;28.607586501626823
2018-08-23;21.630126379278817
2018-08-24;16.54068487827204
2018-08-27;20.357766004027123
2018-08-28;22.266306566904667
2018-08-29;26.7195678802856
2018-08-30;30.21855891222776
2018-08-31;18.131135347336656
2018-09-03;19.721585816401277
2018-09-04;25.447207505033905
2018-09-05;27.991928255537296
2018-09-06;18.767315534962503
2018-09-07;20.99394619165297
2018-09-10;23.856757035969284
2018-09-11;20.357766004027123
2018-09-12;20.675856097840047
2018-09-13;16.54068487827204
2018-09-14;15.90450469064619
2018-09-17;22.266306566904667
2018-09-18;27.037657974098522
2018-09-19;28.946198536976066
2018-09-20;21.312036285465894
2018-09-21;22.266306566904667
2018-09-24;19.721585816401277
2018-09-25;20.675856097840047
2018-09-26;19.721585816401277
2018-09-27;26.083387692659752
2018-09-28;24.174847129782208
2018-10-01;21.948216473091744
2018-10-02;22.266306566904667
2018-10-03;21.630126379278817
2018-10-04;19.721585816401277
2018-10-05;25.76529759884683
2018-10-08;17.176865065897886
2018-10-09;27.355748067911446
2018-10-10;19.08540562877543
2018-10-11;23.220576848343438
2018-10-12;18.767315534962503
2018-10-15;25.76529759884683
2018-10-16;23.53866694215636
2018-10-17;19.403495722588353
2018-10-18;30.21855891222776
2018-10-19;22.902486754530514
2018-10-22;31.80900938129238
2018-10-23;25.76529759884683
2018-10-24;21.312036285465894
2018-10-25;29.26428863078899
2018-10-26;20.0396759102142
2018-10-29;26.7195678802856
2018-10-30;24.49293722359513
2018-10-31;20.0396759102142
2018-11-01;18.44922544114958
2018-11-02;19.403495722588353
2018-11-05;20.675856097840047
2018-11-06;23.856757035969284
2018-11-07;28.31001834935022
2018-11-08;22.58439666071759
2018-11-09;21.948216473091744
2018-11-12;23.856757035969284
2018-11-13;22.58439666071759
2018-11-14;20.99394619165297
2018-11-15;24.49293722359513
2018-11-16;22.266306566904667
2018-11-19;26.7195678802856
2018-11-20;30.85473909985361
2018-11-21;30.21855891222776
2018-11-22;22.907617239914593
2018-11-23;22.42022112842705
2018-11-26;24.85720168586477
2018-11-27;21.44542890545196
2018-11-28;27.294182243302494
2018-11-29;27.294182243302494
2018-11-30;27.78157835479004
2018-12-03;20.958032793964414
2018-12-04;26.80678613181495
2018-12-05;28.268974466277584
2018-12-06;23.395013351402138
2018-12-07;32.655539469665484
2018-12-10;20.958032793964414
2018-12-11;26.80678613181495
2018-12-12;44.353046145366555
2018-12-13;48.739611148754456
2018-12-14;32.655539469665484
2018-12-17;30.21855891222776
2018-12-18;30.705955023715305
2018-12-19;25.344597797352314
2018-12-20;22.907617239914593
2018-12-21;27.294182243302494
2018-12-24;8.773130006775801
2018-12-27;18.521052236526693
2018-12-28;16.084071679088968
2018-12-31;9.747922229750891
2019-01-02;28.268974466277584
2019-01-03;25.344597797352314
2019-01-04;20.958032793964414
2019-01-07;24.85720168586477
2019-01-08;27.294182243302494
2019-01-09;32.655539469665484
2019-01-10;25.83199390883986
2019-01-11;24.369805574377228
2019-01-14;28.268974466277584
2019-01-15;26.319390020327404
2019-01-16;32.655539469665484
2019-01-17;30.705955023715305
2019-01-18;30.21855891222776
2019-01-21;28.268974466277584
2019-01-22;31.19335113520285
2019-01-23;31.680747246690395
2019-01-24;27.78157835479004
2019-01-25;21.44542890545196
2019-01-28;24.85720168586477
2019-01-29;31.19335113520285
2019-01-30;19.495844459501782
2019-01-31;18.521052236526693
2019-02-01;29.24376668925267
2019-02-04;24.369805574377228
2019-02-05;26.319390020327404
2019-02-06;32.168143358177936
2019-02-07;38.504292807516016
2019-02-08;41.428669476441286
2019-02-11;29.24376668925267
2019-02-12;26.319390020327404
2019-02-13;32.168143358177936
2019-02-14;26.80678613181495
2019-02-15;32.168143358177936
2019-02-18;30.21855891222776
2019-02-19;30.705955023715305
2019-02-20;30.331492157572434
2019-02-21;33.70165795285826
2019-02-22;27.710252094572347
2019-02-25;29.582566425286696
2019-02-26;26.96132636228661
2019-02-27;29.582566425286696
2019-02-28;25.837937763858
2019-03-01;30.705955023715305
