Date;CapGemini
2017-07-21;61.075268817204304
2017-07-24;60.31182795698925
2017-07-25;76.34408602150538
2017-07-26;75.58064516129032
2017-07-27;74.81720430107526
2017-07-28;71.76344086021506
2017-07-31;59.54838709677419
2017-08-01;62.60215053763441
2017-08-02;66.41935483870968
2017-08-03;71.76344086021506
2017-08-04;67.94623655913978
2017-08-07;59.54838709677419
2017-08-08;63.365591397849464
2017-08-09;68.70967741935483
2017-08-10;59.54838709677419
2017-08-11;63.365591397849464
2017-08-14;65.65591397849462
2017-08-15;38.17204301075269
2017-08-16;64.12903225806451
2017-08-17;72.52688172043011
2017-08-18;73.29032258064515
2017-08-21;73.29032258064515
2017-08-22;72.52688172043011
2017-08-23;70.23655913978494
2017-08-24;58.784946236559136
2017-08-25;45.04301075268817
2017-08-28;72.52688172043011
2017-08-29;92.01171561547103
2017-08-30;84.43428021184401
2017-08-31;95.25918793131119
2017-09-01;73.60937249237682
2017-09-04;94.17669715936447
2017-09-05;88.76424329963088
2017-09-06;73.60937249237682
2017-09-07;87.68175252768417
2017-09-08;83.35178943989729
2017-09-11;89.8467340715776
2017-09-12;92.01171561547103
2017-09-13;94.17669715936447
2017-09-14;86.59926175573744
2017-09-15;93.09420638741776
2017-09-18;93.09420638741776
2017-09-19;82.26929866795058
2017-09-20;93.09420638741776
2017-09-21;98.50666024715134
2017-09-22;105.00160487883166
2017-09-25;97.42416947520462
2017-09-26;87.68175252768417
2017-09-27;95.25918793131119
2017-09-28;87.68175252768417
2017-09-29;86.59926175573744
2017-10-02;70.36190017653668
2017-10-03;87.68175252768417
2017-10-04;89.8467340715776
2017-10-05;103.91911410688493
2017-10-06;88.76424329963088
2017-10-09;108.2490771946718
2017-10-10;101.7541325629915
2017-10-11;92.01171561547103
2017-10-12;82.26929866795058
2017-10-13;86.59926175573744
2017-10-16;99.58915101909807
2017-10-17;105.00160487883166
2017-10-18;98.50666024715134
2017-10-19;75.77435403627027
2017-10-20;66.0319370887498
2017-10-23;89.8467340715776
2017-10-24;84.43428021184401
2017-10-25;85.51677098379072
2017-10-26;94.17669715936447
2017-10-27;73.60937249237682
2017-10-30;88.76424329963088
2017-10-31;79.02182635211042
2017-11-01;72.52688172043011
2017-11-02;82.26929866795058
2017-11-03;74.69186326432354
2017-11-06;82.26929866795058
2017-11-07;88.76424329963088
2017-11-08;80.10431712405713
2017-11-09;87.68175252768417
2017-11-10;83.35178943989729
2017-11-13;76.85684480821698
2017-11-14;83.35178943989729
2017-11-15;87.68175252768417
2017-11-16;97.42416947520462
2017-11-17;74.69186326432354
2017-11-20;84.43428021184401
2017-11-21;94.17669715936447
2017-11-22;88.76424329963088
2017-11-23;86.59926175573744
2017-11-24;72.52688172043011
2017-11-27;71.25882110186396
2017-11-28;81.15587958823394
2017-11-29;72.24852695050096
2017-11-30;75.21764449641195
2017-12-01;62.35146846413096
2017-12-04;74.22793864777495
2017-12-05;72.24852695050096
2017-12-06;73.23823279913796
2017-12-07;72.24852695050096
2017-12-08;71.25882110186396
2017-12-11;69.27940940458996
2017-12-12;66.31029185867897
2017-12-13;72.24852695050096
2017-12-14;61.361762615493966
2017-12-15;63.34117431276796
2017-12-18;58.39264506958296
2017-12-19;60.372056766856964
2017-12-20;56.413233372308966
2017-12-21;62.35146846413096
2017-12-22;56.413233372308966
2017-12-27;48.49558658321297
2017-12-28;50.47499828048697
2017-12-29;37.608822248205975
2018-01-02;58.39264506958296
2018-01-03;68.28970355595295
2018-01-04;59.38235091821996
2018-01-05;58.39264506958296
2018-01-08;63.34117431276796
2018-01-09;73.23823279913796
2018-01-10;71.25882110186396
2018-01-11;73.23823279913796
2018-01-12;69.27940940458996
2018-01-15;64.33088016140496
2018-01-16;65.32058601004196
2018-01-17;75.21764449641195
2018-01-18;73.23823279913796
2018-01-19;62.35146846413096
2018-01-22;66.31029185867897
2018-01-23;65.32058601004196
2018-01-24;72.24852695050096
2018-01-25;63.34117431276796
2018-01-26;44.53676318866497
2018-01-29;66.31029185867897
2018-01-30;79.17646789095996
2018-01-31;71.25882110186396
2018-02-01;70.26911525322696
2018-02-02;72.24852695050096
2018-02-05;90.06323222596694
2018-02-06;84.12499713414495
2018-02-07;98.97058486369994
2018-02-08;73.23823279913796
2018-02-09;74.22793864777495
2018-02-12;70.26911525322696
2018-02-13;59.38235091821996
2018-02-14;69.27940940458996
2018-02-15;88.08382052869294
2018-02-16;74.22793864777495
2018-02-19;76.20735034504895
2018-02-20;69.27940940458996
2018-02-21;76.20735034504895
2018-02-22;78.18676204232295
2018-02-23;67.29999770731595
2018-02-26;56.413233372308966
2018-02-27;55.629716242138
2018-02-28;57.98026763265088
2018-03-01;55.629716242138
2018-03-02;44.6604764197446
2018-03-05;57.19675050247992
2018-03-06;55.629716242138
2018-03-07;59.54730189299279
2018-03-08;61.11433615333471
2018-03-09;65.0319218041895
2018-03-12;66.59895606453141
2018-03-13;63.46488754384758
2018-03-14;60.33081902316375
2018-03-15;56.413233372308966
2018-03-16;65.0319218041895
2018-03-19;55.629716242138
2018-03-20;60.33081902316375
2018-03-21;64.24840467401854
2018-03-22;55.629716242138
2018-03-23;61.89785328350567
2018-03-26;57.98026763265088
2018-03-27;59.54730189299279
2018-03-28;62.681370413676625
2018-03-29;60.33081902316375
2018-04-03;57.98026763265088
2018-04-04;58.763784762821835
2018-04-05;66.59895606453141
2018-04-06;60.33081902316375
2018-04-09;57.98026763265088
2018-04-10;57.98026763265088
2018-04-11;54.06268198179609
2018-04-12;71.30005884555716
2018-04-13;54.06268198179609
2018-04-16;65.0319218041895
2018-04-17;55.629716242138
2018-04-18;63.46488754384758
2018-04-19;57.98026763265088
2018-04-20;52.495647721454176
2018-04-23;51.71213059128321
2018-04-24;58.763784762821835
2018-04-25;58.763784762821835
2018-04-26;59.54730189299279
2018-04-27;78.35171301709578
2018-04-30;75.21764449641195
2018-05-02;65.0319218041895
2018-05-03;60.33081902316375
2018-05-04;57.98026763265088
2018-05-07;53.27916485162513
2018-05-08;56.413233372308966
2018-05-09;55.629716242138
2018-05-10;60.33081902316375
2018-05-11;53.27916485162513
2018-05-14;67.38247319470237
2018-05-15;52.495647721454176
2018-05-16;66.59895606453141
2018-05-17;60.33081902316375
2018-05-18;61.11433615333471
2018-05-21;50.1450963309413
2018-05-22;70.5165417153862
2018-05-23;61.11433615333471
2018-05-24;56.413233372308966
2018-05-25;59.54730189299279
2018-05-28;57.13322208652011
2018-05-29;57.93791535534434
2018-05-30;64.37546150593815
2018-05-31;64.37546150593815
2018-06-01;60.351995161817015
2018-06-04;62.76607496828969
2018-06-05;61.96138169946547
2018-06-06;69.2036211188835
2018-06-07;74.8364740006531
2018-06-08;70.81300765653197
2018-06-11;57.93791535534434
2018-06-12;66.78954131241083
2018-06-13;67.59423458123506
2018-06-14;58.74260862416856
2018-06-15;56.32852881769588
2018-06-18;68.39892785005928
2018-06-19;59.54730189299279
2018-06-20;67.59423458123506
2018-06-21;69.2036211188835
2018-06-22;61.15668843064124
2018-06-25;60.351995161817015
2018-06-26;64.37546150593815
2018-06-27;63.570768237113924
2018-06-28;63.570768237113924
2018-06-29;63.570768237113924
2018-07-02;63.570768237113924
2018-07-03;60.351995161817015
2018-07-04;63.570768237113924
2018-07-05;63.570768237113924
2018-07-06;53.109755742398974
2018-07-09;72.42239419418041
2018-07-10;70.81300765653197
2018-07-11;66.78954131241083
2018-07-12;64.37546150593815
2018-07-13;58.74260862416856
2018-07-16;59.54730189299279
2018-07-17;61.96138169946547
2018-07-18;74.03178073182887
2018-07-19;68.39892785005928
2018-07-20;70.00831438770774
2018-07-23;77.25055380712578
2018-07-24;78.85994034477423
2018-07-25;80.46932688242269
2018-07-26;78.05524707595
2018-07-27;66.78954131241083
2018-07-30;65.18015477476237
2018-07-31;67.59423458123506
2018-08-01;65.18015477476237
2018-08-02;67.59423458123506
2018-08-03;61.15668843064124
2018-08-06;61.15668843064124
2018-08-07;67.59423458123506
2018-08-08;68.39892785005928
2018-08-09;65.98484804358661
2018-08-10;60.351995161817015
2018-08-13;61.96138169946547
2018-08-14;61.15668843064124
2018-08-15;47.47690286062939
2018-08-16;57.93791535534434
2018-08-17;61.15668843064124
2018-08-20;71.61770092535619
2018-08-21;65.18015477476237
2018-08-22;50.695675935926296
2018-08-23;60.351995161817015
2018-08-24;64.8225133219516
2018-08-27;77.11643826232174
2018-08-28;92.76325182279282
2018-08-29;71.5282905621535
2018-08-30;74.88117918225444
2018-08-31;77.11643826232174
2018-09-03;65.94014286198527
2018-09-04;94.99851090286012
2018-09-05;94.99851090286012
2018-09-06;87.17510412262457
2018-09-07;82.70458596248999
2018-09-10;89.41036320269188
2018-09-11;92.76325182279282
2018-09-12;99.46902906299471
2018-09-13;77.11643826232174
2018-09-14;84.93984504255728
2018-09-17;84.93984504255728
2018-09-18;110.64532446333119
2018-09-19;86.05747458259093
2018-09-20;106.1748063031966
2018-09-21;78.2340678023554
2018-09-24;89.41036320269188
2018-09-25;87.17510412262457
2018-09-26;91.64562228275918
2018-09-27;106.1748063031966
2018-09-28;91.64562228275918
2018-10-01;84.93984504255728
2018-10-02;74.88117918225444
2018-10-03;111.76295400336484
2018-10-04;106.1748063031966
2018-10-05;102.82191768309566
2018-10-08;87.17510412262457
2018-10-09;108.4100653832639
2018-10-10;94.99851090286012
2018-10-11;110.64532446333119
2018-10-12;87.17510412262457
2018-10-15;83.82221550252363
2018-10-16;84.93984504255728
2018-10-17;79.35169734238904
2018-10-18;77.11643826232174
2018-10-19;61.46962470185066
2018-10-22;80.46932688242269
2018-10-23;90.52799274272553
2018-10-24;91.64562228275918
2018-10-25;84.93984504255728
2018-10-26;94.99851090286012
2018-10-29;56.999106541716074
2018-10-30;83.82221550252363
2018-10-31;89.41036320269188
2018-11-01;67.05777240201891
2018-11-02;79.35169734238904
2018-11-05;72.64592010218715
2018-11-06;63.704883781917964
2018-11-07;48.05807022144688
2018-11-08;58.11673608174972
2018-11-09;51.41095884154783
2018-11-12;98.35139952296106
2018-11-13;60.351995161817015
2018-11-14;84.93984504255728
2018-11-15;82.70458596248999
2018-11-16;63.704883781917964
2018-11-19;79.35169734238904
2018-11-20;77.11643826232174
2018-11-21;75.99880872228809
2018-11-22;83.35353214702565
2018-11-23;87.03089385939442
2018-11-26;101.74034070886954
2018-11-27;82.12774490956939
2018-11-28;85.80510662193817
2018-11-29;75.99880872228809
2018-11-30;66.19251082263801
2018-12-03;79.67617043465687
2018-12-04;85.80510662193817
2018-12-05;83.35353214702565
2018-12-06;94.38561728413198
2018-12-07;58.837787397900456
2018-12-10;73.54723424737557
2018-12-11;93.15983004667572
2018-12-12;79.67617043465687
2018-12-13;87.03089385939442
2018-12-14;93.15983004667572
2018-12-17;68.64408529755053
2018-12-18;88.25668109685068
2018-12-19;78.45038319720061
2018-12-20;89.48246833430694
2018-12-21;79.67617043465687
2018-12-24;51.4830639731629
2018-12-27;66.19251082263801
2018-12-28;74.77302148483183
2018-12-31;47.80570226079412
2019-01-02;72.32144700991931
2019-01-03;83.35353214702565
2019-01-04;84.5793193844819
2019-01-07;91.93404280921946
2019-01-08;122.57872374562595
2019-01-09;107.86927689615084
2019-01-10;95.61140452158824
2019-01-11;91.93404280921946
2019-01-14;91.93404280921946
2019-01-15;82.12774490956939
2019-01-16;88.25668109685068
2019-01-17;82.12774490956939
2019-01-18;89.48246833430694
2019-01-21;109.0950641336071
2019-01-22;99.28876623395702
2019-01-23;96.8371917590445
2019-01-24;80.90195767211313
2019-01-25;85.80510662193817
2019-01-28;104.19191518378206
2019-01-29;107.86927689615084
2019-01-30;99.28876623395702
2019-01-31;95.61140452158824
2019-02-01;84.5793193844819
2019-02-04;89.48246833430694
2019-02-05;100.51455347141328
2019-02-06;113.99821308343213
2019-02-07;85.80510662193817
2019-02-08;90.7082555717632
2019-02-11;95.61140452158824
2019-02-12;93.15983004667572
2019-02-13;94.38561728413198
2019-02-14;82.12774490956939
2019-02-15;80.90195767211313
2019-02-18;101.74034070886954
2019-02-19;89.48246833430694
2019-02-20;91.5634559699885
2019-02-21;85.32049306294383
2019-02-22;76.9965425202176
2019-02-25;99.88740651271472
2019-02-26;97.80641887703317
2019-02-27;96.76592505919238
2019-02-28;87.40148069862538
2019-03-01;88.44197451646616
