Date,AC.PA,ACA.PA,AI.PA,AIR.PA,ATO.PA,BN.PA,BNP.PA,CA.PA,CAP.PA,CS.PA,DG.PA,DSY.PA,EL.PA,EN.PA,ENGI.PA,FP.PA,FR.PA,FTI.PA,GLE.PA,KER.PA,LR.PA,MC.PA,ML.PA,MT.AS,OR.PA,ORA.PA,PUB.PA,RI.PA,RMS.PA,RNO.PA,SAF.PA,SAN.PA,SGO.PA,STM.PA,SU.PA,SW.PA,UG.PA,URW.AS,VIE.PA,VIV.PA
2017-04-25,1105864.0,10874077.0,938783.0,2035966.0,549868.0,1850770.0,5475011.0,2398608.0,756936.0,8520506.0,2335419.0,292395.0,,1134303.0,6490294.0,5475580.0,752752.0,1694089.0,6024894.0,246406.0,662644.0,1544019.0,556203.0,7364586.0,615645.0,7652299.0,616163.0,662285.0,299389.0,748409.0,1029410.0,2332296.0,2583112.0,3082592.0,1465494.0,242863.0,5062723.0,327168.0,2855305.0,6262527.0
2017-04-26,898574.0,10057431.0,1246137.0,2711216.0,352613.0,1926560.0,5537058.0,2171028.0,1180426.0,7661958.0,1498800.0,988876.0,,895176.0,6026598.0,5554663.0,730982.0,1921843.0,4297526.0,1057128.0,564842.0,1108978.0,546853.0,9671322.0,644013.0,8687310.0,601542.0,449754.0,230316.0,1115476.0,1411114.0,2400161.0,2148298.0,2091340.0,1677023.0,344704.0,5809513.0,271465.0,2684646.0,5383244.0
2017-04-27,800860.0,7861131.0,1261199.0,2791834.0,275120.0,1757306.0,4839559.0,2445201.0,679067.0,8636738.0,1245884.0,540965.0,,746508.0,5851523.0,5968220.0,1203433.0,5752469.0,5045779.0,295723.0,594485.0,624392.0,570251.0,7145723.0,720889.0,8601097.0,840428.0,559043.0,130718.0,793169.0,987587.0,2029464.0,2137739.0,5251098.0,1575034.0,255399.0,3208944.0,362964.0,2278814.0,4208140.0
2017-04-28,1293683.0,7845287.0,899221.0,2041707.0,314417.0,2053421.0,4471038.0,3020626.0,626761.0,9068033.0,1896695.0,486006.0,,1162040.0,6044905.0,6777333.0,1053119.0,2733639.0,4252712.0,294546.0,799469.0,731078.0,670227.0,7498851.0,848406.0,11768370.0,728136.0,411049.0,114792.0,2144499.0,1277081.0,3454507.0,1970918.0,3213114.0,2048037.0,323231.0,6644155.0,352978.0,2542608.0,6251442.0
2017-05-02,1124580.0,5407537.0,969373.0,1514930.0,392124.0,1570186.0,4603584.0,2412547.0,800622.0,7453380.0,1650025.0,428125.0,,936394.0,6494576.0,5511274.0,950136.0,2406849.0,3665620.0,258311.0,754976.0,591332.0,563061.0,6970298.0,521428.0,7608374.0,815885.0,366649.0,95154.0,1098407.0,1070959.0,2266594.0,2050589.0,3841456.0,1928799.0,285805.0,3482793.0,244487.0,2810106.0,6208110.0
2017-05-03,1930635.0,6460631.0,948548.0,1892839.0,213934.0,1487128.0,4251092.0,2146135.0,545317.0,7962347.0,1506238.0,337017.0,,1203832.0,4979621.0,4634438.0,817625.0,1527946.0,4261654.0,262112.0,759981.0,593263.0,605644.0,7803096.0,335586.0,5209250.0,679585.0,313043.0,77218.0,1062546.0,868267.0,1959590.0,1954609.0,2298476.0,1177490.0,201410.0,3777571.0,178400.0,2314835.0,3461742.0
2017-05-04,2549356.0,10097386.0,882873.0,3074091.0,320740.0,2424412.0,16917032.0,4166365.0,728172.0,9695869.0,1686232.0,282611.0,,1691682.0,11255347.0,7703462.0,663924.0,2151415.0,6591512.0,252761.0,893909.0,678632.0,485372.0,9509487.0,550012.0,8302391.0,883312.0,442434.0,78987.0,981488.0,961051.0,3090730.0,2322064.0,1473615.0,1429519.0,247909.0,4572981.0,277405.0,7387005.0,5203143.0
2017-05-05,1705280.0,11779393.0,1059887.0,2373314.0,455332.0,2510171.0,7417648.0,3240467.0,1036479.0,12207208.0,1874950.0,358229.0,,1777306.0,7296418.0,9380467.0,728640.0,1778003.0,6222469.0,308390.0,699192.0,897901.0,465169.0,9123657.0,680887.0,10444977.0,805360.0,414606.0,94777.0,1145320.0,1141273.0,2855991.0,3115553.0,1915429.0,1724089.0,224952.0,3892378.0,261005.0,3599476.0,5251802.0
2017-05-08,1319907.0,11302768.0,891896.0,1865781.0,256551.0,1811540.0,9427090.0,2706585.0,684614.0,9862084.0,1320022.0,298042.0,,823821.0,5450909.0,6044605.0,695096.0,1170095.0,6482465.0,268722.0,627264.0,1111615.0,551224.0,7075771.0,619756.0,7126437.0,583728.0,295489.0,79326.0,808524.0,813732.0,3206044.0,1985509.0,2112676.0,2264078.0,170492.0,3036339.0,361392.0,3880661.0,3806460.0
2017-05-09,1142218.0,7541376.0,667999.0,1843290.0,333827.0,2345868.0,4960753.0,1954643.0,487163.0,6626811.0,1387230.0,221104.0,,990721.0,6075616.0,4706208.0,908134.0,957651.0,4557093.0,608509.0,636003.0,572841.0,538006.0,8321368.0,534321.0,7787554.0,1097842.0,361554.0,75535.0,787327.0,831133.0,2457043.0,1470206.0,1615850.0,1400798.0,205358.0,2471677.0,255951.0,3316131.0,4046678.0
